,WACC Type,Debt ,Equity ,RFRoR ,Market Risk ,Corporate Tax,Debt Premium ,Gamma ,Asset Beta,"Debt Beta
",Equity Beta,Inflation ,CPI Passthrough Revenue,CPI Passthrough Costs
Australian Standard,1,0.6,0.4,0.06,0.06,0.3,0.0295,0.5,0.8,0.16,1.75,0.025,0.75,1
